Sample,Date,Time,Date Time,C_ppm,Flush,Notes,Day
P4C,11/3/21,4:45 PM,11/3/21 16:45,28056,0,,
P4D,11/3/21,4:45 PM,11/3/21 16:45,27732,0,,
P5A,11/3/21,4:45 PM,11/3/21 16:45,36870,0,,
P5B,11/3/21,4:45 PM,11/3/21 16:45,36872,0,,
P5C,11/3/21,4:45 PM,11/3/21 16:45,36841,0,,
P5D,11/3/21,4:45 PM,11/3/21 16:45,36948,0,,
V1A,11/3/21,5:30 PM,11/3/21 17:30,5075,0,,
V1B,11/3/21,5:30 PM,11/3/21 17:30,5016,0,,
V1C,11/3/21,5:30 PM,11/3/21 17:30,5072,0,,
V1D,11/3/21,5:30 PM,11/3/21 17:30,4800,0,,
V2A,11/3/21,5:30 PM,11/3/21 17:30,30426,0,,
V2B,11/3/21,5:30 PM,11/3/21 17:30,30565,0,,
V2C,11/3/21,5:30 PM,11/3/21 17:30,30517,0,,
V2D,11/3/21,5:30 PM,11/3/21 17:30,30298,0,,
V3A,11/3/21,5:30 PM,11/3/21 17:30,23793,0,,
V3B,11/3/21,5:30 PM,11/3/21 17:30,23984,0,,
V3C,11/3/21,5:30 PM,11/3/21 17:30,22229,0,,
V4A,11/3/21,5:30 PM,11/3/21 17:30,29796,0,,
V4B,11/3/21,5:30 PM,11/3/21 17:30,29202,0,,
V4C,11/3/21,5:30 PM,11/3/21 17:30,31313,0,,
V4D,11/3/21,5:30 PM,11/3/21 17:30,30139,0,,
V5A,11/3/21,5:30 PM,11/3/21 17:30,35626,0,,
V5B,11/3/21,5:30 PM,11/3/21 17:30,35395,0,,
V5C,11/3/21,5:30 PM,11/3/21 17:30,35619,0,,
V5D,11/3/21,5:30 PM,11/3/21 17:30,35531,0,,
CO2 FREE,11/3/21,5:30 PM,11/3/21 17:30,266,0,,
2008,11/3/21,5:30 PM,11/3/21 17:30,2042,0,,
2%,11/3/21,5:30 PM,11/3/21 17:30,16166,0,,
CO2 FREE,11/4/21,6:30 PM,11/4/21 18:30,29,1,,3
2008,11/4/21,6:30 PM,11/4/21 18:30,1917,1,,
2%,11/4/21,6:30 PM,11/4/21 18:30,,1,,
P1A,11/4/21,6:30 PM,11/4/21 18:30,589,1,,
P1B,11/4/21,6:30 PM,11/4/21 18:30,553,1,,
P1C,11/4/21,6:30 PM,11/4/21 18:30,540,1,,
P1D,11/4/21,6:30 PM,11/4/21 18:30,518,1,,
P2A,11/4/21,6:30 PM,11/4/21 18:30,718,1,,
P2B,11/4/21,6:30 PM,11/4/21 18:30,929,1,,
P2C,11/4/21,6:30 PM,11/4/21 18:30,801,1,,
P2D,11/4/21,6:30 PM,11/4/21 18:30,843,1,,
P3A,11/4/21,6:30 PM,11/4/21 18:30,841,1,,
P3B,11/4/21,6:30 PM,11/4/21 18:30,835,1,,
P3C,11/4/21,6:30 PM,11/4/21 18:30,840,1,,
P4A,11/4/21,6:30 PM,11/4/21 18:30,676,1,,
P4B,11/4/21,6:30 PM,11/4/21 18:30,691,1,,
P4C,11/4/21,6:30 PM,11/4/21 18:30,796,1,,
P4D,11/4/21,6:30 PM,11/4/21 18:30,749,1,,
P5A,11/4/21,6:30 PM,11/4/21 18:30,752,1,,
P5B,11/4/21,6:30 PM,11/4/21 18:30,974,1,,
P5C,11/4/21,6:30 PM,11/4/21 18:30,1001,1,,
P5D,11/4/21,6:30 PM,11/4/21 18:30,878,1,,
V1A,11/4/21,7:30 PM,11/4/21 19:30,681,1,,
V1B,11/4/21,7:30 PM,11/4/21 19:30,689,1,,
V1C,11/4/21,7:30 PM,11/4/21 19:30,680,1,,
V1D,11/4/21,7:30 PM,11/4/21 19:30,719,1,,
V2A,11/4/21,7:30 PM,11/4/21 19:30,634,1,,
V2B,11/4/21,7:30 PM,11/4/21 19:30,668,1,,
V2C,11/4/21,7:30 PM,11/4/21 19:30,717,1,,
V2D,11/4/21,7:30 PM,11/4/21 19:30,729,1,,
V3A,11/4/21,7:30 PM,11/4/21 19:30,654,1,,
V3B,11/4/21,7:30 PM,11/4/21 19:30,783,1,,
V3C,11/4/21,7:30 PM,11/4/21 19:30,795,1,,
V4A,11/4/21,7:30 PM,11/4/21 19:30,934,1,,
V4B,11/4/21,7:30 PM,11/4/21 19:30,923,1,,
V4C,11/4/21,7:30 PM,11/4/21 19:30,982,1,,
V4D,11/4/21,7:30 PM,11/4/21 19:30,951,1,,
V5A,11/4/21,7:30 PM,11/4/21 19:30,905,1,,
V5B,11/4/21,7:30 PM,11/4/21 19:30,982,1,,
V5C,11/4/21,7:30 PM,11/4/21 19:30,667,1,,
V5D,11/4/21,7:30 PM,11/4/21 19:30,821,1,,
CO2 FREE,11/4/21,7:30 PM,11/4/21 19:30,30,1,,
2008,11/4/21,7:30 PM,11/4/21 19:30,1619,1,,
2%,11/4/21,7:30 PM,11/4/21 19:30,14898,1,,
CO2 FREE,11/5/21,9:30 AM,11/5/21 9:30,27,1,,4
2008,11/5/21,9:30 AM,11/5/21 9:30,1850,1,,
2%,11/5/21,9:30 AM,11/5/21 9:30,16482,1,,
P1A,11/5/21,9:30 AM,11/5/21 9:30,2484,1,,
P1B,11/5/21,9:30 AM,11/5/21 9:30,2420,1,,
P1C,11/5/21,9:30 AM,11/5/21 9:30,2199,1,,
P1D,11/5/21,9:30 AM,11/5/21 9:30,2256,1,,
P2A,11/5/21,9:30 AM,11/5/21 9:30,11825,1,,
P2B,11/5/21,9:30 AM,11/5/21 9:30,12603,1,,
P2C,11/5/21,9:30 AM,11/5/21 9:30,12450,1,,
P2D,11/5/21,9:30 AM,11/5/21 9:30,13295,1,,
P3A,11/5/21,9:30 AM,11/5/21 9:30,11373,1,,
P3B,11/5/21,9:30 AM,11/5/21 9:30,10241,1,,
P3C,11/5/21,9:30 AM,11/5/21 9:30,10784,1,,
P4A,11/5/21,9:30 AM,11/5/21 9:30,15540,1,,
P4B,11/5/21,9:30 AM,11/5/21 9:30,16601,1,,
P4C,11/5/21,9:30 AM,11/5/21 9:30,15942,1,,
P4D,11/5/21,9:30 AM,11/5/21 9:30,14235,1,,
P5A,11/5/21,9:30 AM,11/5/21 9:30,22122,1,,
P5B,11/5/21,9:30 AM,11/5/21 9:30,22589,1,,
P5C,11/5/21,9:30 AM,11/5/21 9:30,22407,1,,
P5D,11/5/21,9:30 AM,11/5/21 9:30,21920,1,,
V1A,11/5/21,10:00 AM,11/5/21 10:00,2159,1,,
V1B,11/5/21,10:00 AM,11/5/21 10:00,2041,1,,
V1C,11/5/21,10:00 AM,11/5/21 10:00,1985,1,,
V1D,11/5/21,10:00 AM,11/5/21 10:00,1962,1,,
V2A,11/5/21,10:00 AM,11/5/21 10:00,14455,1,,
V2B,11/5/21,10:00 AM,11/5/21 10:00,11774,1,,
V2C,11/5/21,10:00 AM,11/5/21 10:00,11324,1,,
V2D,11/5/21,10:00 AM,11/5/21 10:00,11072,1,,
V3A,11/5/21,10:00 AM,11/5/21 10:00,6601,1,,
V3B,11/5/21,10:00 AM,11/5/21 10:00,7043,1,,
V3C,11/5/21,10:00 AM,11/5/21 10:00,6633,1,,
V4A,11/5/21,10:00 AM,11/5/21 10:00,15261,1,,
V4B,11/5/21,10:00 AM,11/5/21 10:00,15750,1,,
V4C,11/5/21,10:00 AM,11/5/21 10:00,17743,1,,
V4D,11/5/21,10:00 AM,11/5/21 10:00,16960,1,,
V5A,11/5/21,10:00 AM,11/5/21 10:00,20982,1,,
V5B,11/5/21,10:00 AM,11/5/21 10:00,21573,1,,
V5C,11/5/21,10:00 AM,11/5/21 10:00,21699,1,,
V5D,11/5/21,10:00 AM,11/5/21 10:00,21637,1,,
CO2 FREE,11/5/21,10:00 AM,11/5/21 10:00,16688,1,,
2008,11/5/21,10:00 AM,11/5/21 10:00,1980,1,,
2%,11/5/21,10:00 AM,11/5/21 10:00,80,1,,
CO2 FREE,11/7/21,6:00 PM,11/7/21 18:00,42,2,,6
2008,11/7/21,6:00 PM,11/7/21 18:00,1882,2,,
2%,11/7/21,6:00 PM,11/7/21 18:00,16415,2,,
P1A,11/7/21,6:00 PM,11/7/21 18:00,597,2,,
P1B,11/7/21,6:00 PM,11/7/21 18:00,554,2,,
P1C,11/7/21,6:00 PM,11/7/21 18:00,572,2,,
P1D,11/7/21,6:00 PM,11/7/21 18:00,532,2,,
P2A,11/7/21,6:00 PM,11/7/21 18:00,770,2,,
P2B,11/7/21,6:00 PM,11/7/21 18:00,826,2,,
P2C,11/7/21,6:00 PM,11/7/21 18:00,714,2,,
P2D,11/7/21,6:00 PM,11/7/21 18:00,722,2,,
P3A,11/7/21,6:00 PM,11/7/21 18:00,637,2,,
P3B,11/7/21,6:00 PM,11/7/21 18:00,671,2,,
P3C,11/7/21,6:00 PM,11/7/21 18:00,695,2,,
P4A,11/7/21,6:00 PM,11/7/21 18:00,707,2,,
P4B,11/7/21,6:00 PM,11/7/21 18:00,796,2,,
P4C,11/7/21,6:00 PM,11/7/21 18:00,720,2,,
P4D,11/7/21,6:00 PM,11/7/21 18:00,731,2,,
P5A,11/7/21,6:00 PM,11/7/21 18:00,1451,2,,
P5B,11/7/21,6:00 PM,11/7/21 18:00,1460,2,,
P5C,11/7/21,6:00 PM,11/7/21 18:00,1344,2,,
P5D,11/7/21,6:00 PM,11/7/21 18:00,1340,2,,
V1A,11/7/21,7:00 PM,11/7/21 19:00,748,2,,
V1B,11/7/21,7:00 PM,11/7/21 19:00,717,2,,
V1C,11/7/21,7:00 PM,11/7/21 19:00,716,2,,
V1D,11/7/21,7:00 PM,11/7/21 19:00,706,2,,
V2A,11/7/21,7:00 PM,11/7/21 19:00,1503,2,,
V2B,11/7/21,7:00 PM,11/7/21 19:00,1604,2,,
V2C,11/7/21,7:00 PM,11/7/21 19:00,1562,2,,
V2D,11/7/21,7:00 PM,11/7/21 19:00,1520,2,,
V3A,11/7/21,7:00 PM,11/7/21 19:00,918,2,,
V3B,11/7/21,7:00 PM,11/7/21 19:00,929,2,,
V3C,11/7/21,7:00 PM,11/7/21 19:00,903,2,,
V4A,11/7/21,7:00 PM,11/7/21 19:00,1595,2,,
V4B,11/7/21,7:00 PM,11/7/21 19:00,1670,2,,
V4C,11/7/21,7:00 PM,11/7/21 19:00,1955,2,,
V4D,11/7/21,7:00 PM,11/7/21 19:00,1963,2,,
V5A,11/7/21,7:00 PM,11/7/21 19:00,1920,2,,
V5B,11/7/21,7:00 PM,11/7/21 19:00,1786,2,,
V5C,11/7/21,7:00 PM,11/7/21 19:00,1915,2,,
V5D,11/7/21,7:00 PM,11/7/21 19:00,2007,2,,
CO2 FREE,11/7/21,7:00 PM,11/7/21 19:00,71,2,,
2008,11/7/21,7:00 PM,11/7/21 19:00,1778,2,,
2%,11/7/21,7:00 PM,11/7/21 19:00,16510,2,,
CO2 FREE,11/8/21,3:30 PM,11/8/21 15:30,24,2,,7
2008,11/8/21,3:30 PM,11/8/21 15:30,1924,2,,
2%,11/8/21,3:30 PM,11/8/21 15:30,16561,2,,
P1A,11/8/21,3:30 PM,11/8/21 15:30,2883,2,,
P1B,11/8/21,3:30 PM,11/8/21 15:30,2974,2,,
P1C,11/8/21,3:30 PM,11/8/21 15:30,2747,2,,
P1D,11/8/21,3:30 PM,11/8/21 15:30,2833,2,,
P2A,11/8/21,3:30 PM,11/8/21 15:30,14249,2,,
P2B,11/8/21,3:30 PM,11/8/21 15:30,14221,2,,
P2C,11/8/21,3:30 PM,11/8/21 15:30,14330,2,,
P2D,11/8/21,3:30 PM,11/8/21 15:30,14610,2,,
P3A,11/8/21,3:30 PM,11/8/21 15:30,12036,2,,
P3B,11/8/21,3:30 PM,11/8/21 15:30,11373,2,,
P3C,11/8/21,3:30 PM,11/8/21 15:30,16724,2,,
P4A,11/8/21,3:30 PM,11/8/21 15:30,16020,2,,
P4B,11/8/21,3:30 PM,11/8/21 15:30,17309,2,,
P4C,11/8/21,3:30 PM,11/8/21 15:30,16931,2,,
P4D,11/8/21,3:30 PM,11/8/21 15:30,14918,2,,
P5A,11/8/21,3:30 PM,11/8/21 15:30,18086,2,,
P5B,11/8/21,3:30 PM,11/8/21 15:30,18405,2,,
P5C,11/8/21,3:30 PM,11/8/21 15:30,18219,2,,
P5D,11/8/21,3:30 PM,11/8/21 15:30,17954,2,,
V1A,11/8/21,4:00 PM,11/8/21 16:00,2731,2,,
V1B,11/8/21,4:00 PM,11/8/21 16:00,2739,2,,
V1C,11/8/21,4:00 PM,11/8/21 16:00,2433,2,,
V1D,11/8/21,4:00 PM,11/8/21 16:00,2410,2,,
V2A,11/8/21,4:00 PM,11/8/21 16:00,12994,2,,
V2B,11/8/21,4:00 PM,11/8/21 16:00,14450,2,,
V2C,11/8/21,4:00 PM,11/8/21 16:00,13365,2,,
V2D,11/8/21,4:00 PM,11/8/21 16:00,13248,2,,
V3A,11/8/21,4:00 PM,11/8/21 16:00,8837,2,,
V3B,11/8/21,4:00 PM,11/8/21 16:00,8651,2,,
V3C,11/8/21,4:00 PM,11/8/21 16:00,8201,2,,
V4A,11/8/21,4:00 PM,11/8/21 16:00,16992,2,,
V4B,11/8/21,4:00 PM,11/8/21 16:00,17611,2,,
V4C,11/8/21,4:00 PM,11/8/21 16:00,21380,2,,
V4D,11/8/21,4:00 PM,11/8/21 16:00,20109,2,,
V5A,11/8/21,4:00 PM,11/8/21 16:00,17361,2,,
V5B,11/8/21,4:00 PM,11/8/21 16:00,16248,2,,
V5C,11/8/21,4:00 PM,11/8/21 16:00,16777,2,,
V5D,11/8/21,4:00 PM,11/8/21 16:00,17268,2,,
CO2 FREE,11/8/21,4:00 PM,11/8/21 16:00,133,2,,
2008,11/8/21,4:00 PM,11/8/21 16:00,2460,2,,
2%,11/8/21,4:00 PM,11/8/21 16:00,16779,2,,
CO2 FREE,11/10/21,9:30 AM,11/10/21 9:30,78,3,,9
2008,11/10/21,9:30 AM,11/10/21 9:30,1971,3,,
2%,11/10/21,9:30 AM,11/10/21 9:30,16502,3,,
P1A,11/10/21,9:30 AM,11/10/21 9:30,628,3,,
P1B,11/10/21,9:30 AM,11/10/21 9:30,655,3,,
P1C,11/10/21,9:30 AM,11/10/21 9:30,686,3,,
P1D,11/10/21,9:30 AM,11/10/21 9:30,651,3,,
P2A,11/10/21,9:30 AM,11/10/21 9:30,901,3,,
P2B,11/10/21,9:30 AM,11/10/21 9:30,941,3,,
P2C,11/10/21,9:30 AM,11/10/21 9:30,959,3,,
P2D,11/10/21,9:30 AM,11/10/21 9:30,1013,3,,
P3A,11/10/21,9:30 AM,11/10/21 9:30,838,3,,
P3B,11/10/21,9:30 AM,11/10/21 9:30,838,3,,
P3C,11/10/21,9:30 AM,11/10/21 9:30,853,3,,
P4A,11/10/21,9:30 AM,11/10/21 9:30,993,3,,
P4B,11/10/21,9:30 AM,11/10/21 9:30,1025,3,,
P4C,11/10/21,9:30 AM,11/10/21 9:30,1038,3,,
P4D,11/10/21,9:30 AM,11/10/21 9:30,880,3,,
P5A,11/10/21,9:30 AM,11/10/21 9:30,1275,3,,
P5B,11/10/21,9:30 AM,11/10/21 9:30,1367,3,,
P5C,11/10/21,9:30 AM,11/10/21 9:30,1356,3,,
P5D,11/10/21,9:30 AM,11/10/21 9:30,1313,3,,
V1A,11/10/21,10:15 AM,11/10/21 10:15,740,3,,
V1B,11/10/21,10:15 AM,11/10/21 10:15,745,3,,
V1C,11/10/21,10:15 AM,11/10/21 10:15,756,3,,
V1D,11/10/21,10:15 AM,11/10/21 10:15,772,3,,
V2A,11/10/21,10:15 AM,11/10/21 10:15,1860,3,,
V2B,11/10/21,10:15 AM,11/10/21 10:15,2185,3,,
V2C,11/10/21,10:15 AM,11/10/21 10:15,2294,3,,
V2D,11/10/21,10:15 AM,11/10/21 10:15,2467,3,,
V3A,11/10/21,10:15 AM,11/10/21 10:15,1273,3,,
V3B,11/10/21,10:15 AM,11/10/21 10:15,1178,3,,
V3C,11/10/21,10:15 AM,11/10/21 10:15,1164,3,,
V4A,11/10/21,10:15 AM,11/10/21 10:15,2642,3,,
V4B,11/10/21,10:15 AM,11/10/21 10:15,2442,3,,
V4C,11/10/21,10:15 AM,11/10/21 10:15,3311,3,,
V4D,11/10/21,10:15 AM,11/10/21 10:15,2718,3,,
V5A,11/10/21,10:15 AM,11/10/21 10:15,1438,3,,
V5B,11/10/21,10:15 AM,11/10/21 10:15,1378,3,,
V5C,11/10/21,10:15 AM,11/10/21 10:15,1332,3,,
V5D,11/10/21,10:15 AM,11/10/21 10:15,1379,3,,
CO2 FREE,11/10/21,10:15 AM,11/10/21 10:15,24,3,,
2008,11/10/21,10:15 AM,11/10/21 10:15,1854,3,,
2%,11/10/21,10:15 AM,11/10/21 10:15,16513,3,,
CO2 FREE,11/11/21,11:00 AM,11/11/21 11:00,31,3,,10
2008,11/11/21,11:00 AM,11/11/21 11:00,1911,3,,
2%,11/11/21,11:00 AM,11/11/21 11:00,15306,3,,
P1A,11/11/21,11:00 AM,11/11/21 11:00,3086,3,,
P1B,11/11/21,11:00 AM,11/11/21 11:00,3109,3,,
P1C,11/11/21,11:00 AM,11/11/21 11:00,3004,3,,
P1D,11/11/21,11:00 AM,11/11/21 11:00,3101,3,,
P2A,11/11/21,11:00 AM,11/11/21 11:00,14868,3,,
P2B,11/11/21,11:00 AM,11/11/21 11:00,15290,3,,
P2C,11/11/21,11:00 AM,11/11/21 11:00,15461,3,,
P2D,11/11/21,11:00 AM,11/11/21 11:00,15229,3,,
P3A,11/11/21,11:00 AM,11/11/21 11:00,11772,3,,
P3B,11/11/21,11:00 AM,11/11/21 11:00,11357,3,,
P3C,11/11/21,11:00 AM,11/11/21 11:00,11450,3,,
P4A,11/11/21,11:00 AM,11/11/21 11:00,16201,3,,
P4B,11/11/21,11:00 AM,11/11/21 11:00,17320,3,,
P4C,11/11/21,11:00 AM,11/11/21 11:00,16883,3,,
P4D,11/11/21,11:00 AM,11/11/21 11:00,15042,3,,
P5A,11/11/21,11:00 AM,11/11/21 11:00,14434,3,,
P5B,11/11/21,11:00 AM,11/11/21 11:00,14718,3,,
P5C,11/11/21,11:00 AM,11/11/21 11:00,14543,3,,
P5D,11/11/21,11:00 AM,11/11/21 11:00,14409,3,,
V1A,11/11/21,12:00 PM,11/11/21 12:00,2821,3,,
V1B,11/11/21,12:00 PM,11/11/21 12:00,2815,3,,
V1C,11/11/21,12:00 PM,11/11/21 12:00,2831,3,,
V1D,11/11/21,12:00 PM,11/11/21 12:00,2755,3,,
V2A,11/11/21,12:00 PM,11/11/21 12:00,14922,3,,
V2B,11/11/21,12:00 PM,11/11/21 12:00,17460,3,,
V2C,11/11/21,12:00 PM,11/11/21 12:00,15466,3,,
V2D,11/11/21,12:00 PM,11/11/21 12:00,15301,3,,
V3A,11/11/21,12:00 PM,11/11/21 12:00,10751,3,,
V3B,11/11/21,12:00 PM,11/11/21 12:00,10408,3,,
V3C,11/11/21,12:00 PM,11/11/21 12:00,10241,3,,
V4A,11/11/21,12:00 PM,11/11/21 12:00,17104,3,,
V4B,11/11/21,12:00 PM,11/11/21 12:00,17743,3,,
V4C,11/11/21,12:00 PM,11/11/21 12:00,21719,3,,
V4D,11/11/21,12:00 PM,11/11/21 12:00,19824,3,,
V5A,11/11/21,12:00 PM,11/11/21 12:00,13330,3,,
V5B,11/11/21,12:00 PM,11/11/21 12:00,13149,3,,
V5C,11/11/21,12:00 PM,11/11/21 12:00,13369,3,,
V5D,11/11/21,12:00 PM,11/11/21 12:00,14052,3,,
CO2 FREE,11/11/21,12:00 PM,11/11/21 12:00,115,3,,
2008,11/11/21,12:00 PM,11/11/21 12:00,2271,3,,
2%,11/11/21,12:00 PM,11/11/21 12:00,16174,3,,
CO2 FREE,11/13/21,12:00 PM,11/13/21 12:00,70,4,,12
2008,11/13/21,12:00 PM,11/13/21 12:00,2026,4,,
2%,11/13/21,12:00 PM,11/13/21 12:00,16694,4,,
P1A,11/13/21,12:00 PM,11/13/21 12:00,605,4,,
P1B,11/13/21,12:00 PM,11/13/21 12:00,629,4,,
P1C,11/13/21,12:00 PM,11/13/21 12:00,592,4,,
P1D,11/13/21,12:00 PM,11/13/21 12:00,567,4,,
P2A,11/13/21,12:00 PM,11/13/21 12:00,961,4,,
P2B,11/13/21,12:00 PM,11/13/21 12:00,1119,4,,
P2C,11/13/21,12:00 PM,11/13/21 12:00,1045,4,,
P2D,11/13/21,12:00 PM,11/13/21 12:00,1060,4,,
P3A,11/13/21,12:00 PM,11/13/21 12:00,785,4,,
P3B,11/13/21,12:00 PM,11/13/21 12:00,867,4,,
P3C,11/13/21,12:00 PM,11/13/21 12:00,646,4,,
P4A,11/13/21,12:00 PM,11/13/21 12:00,1341,4,,
P4B,11/13/21,12:00 PM,11/13/21 12:00,1472,4,,
P4C,11/13/21,12:00 PM,11/13/21 12:00,1645,4,,
P4D,11/13/21,12:00 PM,11/13/21 12:00,1445,4,,
P5A,11/13/21,12:00 PM,11/13/21 12:00,1174,4,,
P5B,11/13/21,12:00 PM,11/13/21 12:00,1342,4,,
P5C,11/13/21,12:00 PM,11/13/21 12:00,1247,4,,
P5D,11/13/21,12:00 PM,11/13/21 12:00,1328,4,,
V1A,11/13/21,1:00 PM,11/13/21 13:00,589,4,,
V1B,11/13/21,1:00 PM,11/13/21 13:00,605,4,,
V1C,11/13/21,1:00 PM,11/13/21 13:00,604,4,,
V1D,11/13/21,1:00 PM,11/13/21 13:00,618,4,,
V2A,11/13/21,1:00 PM,11/13/21 13:00,1332,4,,
V2B,11/13/21,1:00 PM,11/13/21 13:00,1480,4,,
V2C,11/13/21,1:00 PM,11/13/21 13:00,1476,4,,
V2D,11/13/21,1:00 PM,11/13/21 13:00,1445,4,,
V3A,11/13/21,1:00 PM,11/13/21 13:00,1172,4,,
V3B,11/13/21,1:00 PM,11/13/21 13:00,1251,4,,
V3C,11/13/21,1:00 PM,11/13/21 13:00,1382,4,,
V4A,11/13/21,1:00 PM,11/13/21 13:00,2118,4,,
V4B,11/13/21,1:00 PM,11/13/21 13:00,2190,4,,
V4C,11/13/21,1:00 PM,11/13/21 13:00,3367,4,,
V4D,11/13/21,1:00 PM,11/13/21 13:00,2872,4,,
V5A,11/13/21,1:00 PM,11/13/21 13:00,1070,4,,
V5B,11/13/21,1:00 PM,11/13/21 13:00,1042,4,,
V5C,11/13/21,1:00 PM,11/13/21 13:00,1127,4,,
V5D,11/13/21,1:00 PM,11/13/21 13:00,1245,4,,
CO2 FREE,11/13/21,1:00 PM,11/13/21 13:00,32,4,,
2008,11/13/21,1:00 PM,11/13/21 13:00,1946,4,,
2%,11/13/21,1:00 PM,11/13/21 13:00,16772,4,,
CO2 FREE,11/14/21,1:00 PM,11/14/21 13:00,27,4,,13
2008,11/14/21,1:00 PM,11/14/21 13:00,1910,4,,
2%,11/14/21,1:00 PM,11/14/21 13:00,16768,4,,
P1A,11/14/21,1:00 PM,11/14/21 13:00,2713,4,,
P1B,11/14/21,1:00 PM,11/14/21 13:00,2881,4,,
P1C,11/14/21,1:00 PM,11/14/21 13:00,2652,4,,
P1D,11/14/21,1:00 PM,11/14/21 13:00,2720,4,,
P2A,11/14/21,1:00 PM,11/14/21 13:00,14121,4,,
P2B,11/14/21,1:00 PM,11/14/21 13:00,15002,4,,
P2C,11/14/21,1:00 PM,11/14/21 13:00,14741,4,,
P2D,11/14/21,1:00 PM,11/14/21 13:00,14778,4,,
P3A,11/14/21,1:00 PM,11/14/21 13:00,9505,4,,
P3B,11/14/21,1:00 PM,11/14/21 13:00,9518,4,,
P3C,11/14/21,1:00 PM,11/14/21 13:00,9226,4,,
P4A,11/14/21,1:00 PM,11/14/21 13:00,14922,4,,
P4B,11/14/21,1:00 PM,11/14/21 13:00,15978,4,,
